iso2,pageviews_ceil,project,year,month
ER,1000,he.wikipedia,2022,8
KY,1000,he.wikipedia,2022,8
VU,1000,he.wikipedia,2022,8
MW,1000,he.wikipedia,2022,8
AF,1000,he.wikipedia,2022,8
SS,1000,he.wikipedia,2022,8
BG,17232000,bg.wikipedia,2022,8
US,511000,bg.wikipedia,2022,8
DE,419000,bg.wikipedia,2022,8
GB,292000,bg.wikipedia,2022,8
GR,140000,bg.wikipedia,2022,8
FR,117000,bg.wikipedia,2022,8
ES,104000,bg.wikipedia,2022,8
CA,100000,bg.wikipedia,2022,8
NL,91000,bg.wikipedia,2022,8
RU,87000,bg.wikipedia,2022,8
AT,77000,bg.wikipedia,2022,8
IT,70000,bg.wikipedia,2022,8
MK,67000,bg.wikipedia,2022,8
TR,63000,bg.wikipedia,2022,8
BE,53000,bg.wikipedia,2022,8
UA,47000,bg.wikipedia,2022,8
CZ,38000,bg.wikipedia,2022,8
CH,33000,bg.wikipedia,2022,8
PL,27000,bg.wikipedia,2022,8
--,26000,bg.wikipedia,2022,8
RS,24000,bg.wikipedia,2022,8
DK,23000,bg.wikipedia,2022,8
RO,22000,bg.wikipedia,2022,8
CY,22000,bg.wikipedia,2022,8
SE,21000,bg.wikipedia,2022,8
SG,20000,bg.wikipedia,2022,8
JP,19000,bg.wikipedia,2022,8
NO,18000,bg.wikipedia,2022,8
IN,18000,bg.wikipedia,2022,8
IE,14000,bg.wikipedia,2022,8
FI,12000,bg.wikipedia,2022,8
ID,12000,bg.wikipedia,2022,8
IL,12000,bg.wikipedia,2022,8
AU,11000,bg.wikipedia,2022,8
MD,11000,bg.wikipedia,2022,8
HU,9000,bg.wikipedia,2022,8
VN,8000,bg.wikipedia,2022,8
HK,7000,bg.wikipedia,2022,8
PT,7000,bg.wikipedia,2022,8
BR,7000,bg.wikipedia,2022,8
KR,7000,bg.wikipedia,2022,8
HR,6000,bg.wikipedia,2022,8
MT,6000,bg.wikipedia,2022,8
SC,6000,bg.wikipedia,2022,8
LU,6000,bg.wikipedia,2022,8
SK,5000,bg.wikipedia,2022,8
AL,5000,bg.wikipedia,2022,8
BY,5000,bg.wikipedia,2022,8
ZA,4000,bg.wikipedia,2022,8
SI,4000,bg.wikipedia,2022,8
KZ,4000,bg.wikipedia,2022,8
BA,4000,bg.wikipedia,2022,8
GE,4000,bg.wikipedia,2022,8
ME,4000,bg.wikipedia,2022,8
TW,4000,bg.wikipedia,2022,8
IR,3000,bg.wikipedia,2022,8
EE,3000,bg.wikipedia,2022,8
LT,3000,bg.wikipedia,2022,8
PH,3000,bg.wikipedia,2022,8
AM,3000,bg.wikipedia,2022,8
MX,3000,bg.wikipedia,2022,8
UZ,3000,bg.wikipedia,2022,8
AE,3000,bg.wikipedia,2022,8
LV,3000,bg.wikipedia,2022,8
CO,2000,bg.wikipedia,2022,8
EG,2000,bg.wikipedia,2022,8
TN,2000,bg.wikipedia,2022,8
TH,2000,bg.wikipedia,2022,8
PK,2000,bg.wikipedia,2022,8
AZ,2000,bg.wikipedia,2022,8
MA,2000,bg.wikipedia,2022,8
AR,2000,bg.wikipedia,2022,8
KE,2000,bg.wikipedia,2022,8
PA,2000,bg.wikipedia,2022,8
IS,2000,bg.wikipedia,2022,8
NG,2000,bg.wikipedia,2022,8
NZ,2000,bg.wikipedia,2022,8
MY,2000,bg.wikipedia,2022,8
IM,2000,bg.wikipedia,2022,8
PE,1000,bg.wikipedia,2022,8
SA,1000,bg.wikipedia,2022,8
KG,1000,bg.wikipedia,2022,8
BD,1000,bg.wikipedia,2022,8
IQ,1000,bg.wikipedia,2022,8
KW,1000,bg.wikipedia,2022,8
CL,1000,bg.wikipedia,2022,8
TJ,1000,bg.wikipedia,2022,8
DZ,1000,bg.wikipedia,2022,8
DO,1000,bg.wikipedia,2022,8
TM,1000,bg.wikipedia,2022,8
BW,1000,bg.wikipedia,2022,8
MN,1000,bg.wikipedia,2022,8
JO,1000,bg.wikipedia,2022,8
BO,1000,bg.wikipedia,2022,8
QA,1000,bg.wikipedia,2022,8
XK,1000,bg.wikipedia,2022,8
CI,1000,bg.wikipedia,2022,8
JE,1000,bg.wikipedia,2022,8
VE,1000,bg.wikipedia,2022,8
LB,1000,bg.wikipedia,2022,8
SY,1000,bg.wikipedia,2022,8
UY,1000,bg.wikipedia,2022,8
PR,1000,bg.wikipedia,2022,8
PY,1000,bg.wikipedia,2022,8
GH,1000,bg.wikipedia,2022,8
CN,1000,bg.wikipedia,2022,8
AF,1000,bg.wikipedia,2022,8
TZ,1000,bg.wikipedia,2022,8
ET,1000,bg.wikipedia,2022,8
NP,1000,bg.wikipedia,2022,8
CR,1000,bg.wikipedia,2022,8
MV,1000,bg.wikipedia,2022,8
YE,1000,bg.wikipedia,2022,8
CM,1000,bg.wikipedia,2022,8
EC,1000,bg.wikipedia,2022,8
UG,1000,bg.wikipedia,2022,8
SD,1000,bg.wikipedia,2022,8
MC,1000,bg.wikipedia,2022,8
CU,1000,bg.wikipedia,2022,8
GT,1000,bg.wikipedia,2022,8
KH,1000,bg.wikipedia,2022,8
OM,1000,bg.wikipedia,2022,8
BJ,1000,bg.wikipedia,2022,8
MG,1000,bg.wikipedia,2022,8
TG,1000,bg.wikipedia,2022,8
LK,1000,bg.wikipedia,2022,8
LY,1000,bg.wikipedia,2022,8
MU,1000,bg.wikipedia,2022,8
BH,1000,bg.wikipedia,2022,8
FO,1000,bg.wikipedia,2022,8
SV,1000,bg.wikipedia,2022,8
IN,55979000,hi.wikipedia,2022,8
US,1669000,hi.wikipedia,2022,8
NZ,106000,hi.wikipedia,2022,8
NP,80000,hi.wikipedia,2022,8
CA,63000,hi.wikipedia,2022,8
DE,54000,hi.wikipedia,2022,8
NL,44000,hi.wikipedia,2022,8
SG,44000,hi.wikipedia,2022,8
AE,41000,hi.wikipedia,2022,8
GB,36000,hi.wikipedia,2022,8
SA,34000,hi.wikipedia,2022,8
FR,33000,hi.wikipedia,2022,8
--,20000,hi.wikipedia,2022,8
RU,18000,hi.wikipedia,2022,8
JP,16000,hi.wikipedia,2022,8
CY,15000,hi.wikipedia,2022,8
UA,14000,hi.wikipedia,2022,8
AU,14000,hi.wikipedia,2022,8
SC,14000,hi.wikipedia,2022,8
KW,13000,hi.wikipedia,2022,8
BD,13000,hi.wikipedia,2022,8
QA,11000,hi.wikipedia,2022,8
HK,11000,hi.wikipedia,2022,8
PK,9000,hi.wikipedia,2022,8
OM,9000,hi.wikipedia,2022,8
CZ,9000,hi.wikipedia,2022,8
ID,8000,hi.wikipedia,2022,8
IT,7000,hi.wikipedia,2022,8
CH,7000,hi.wikipedia,2022,8
SE,7000,hi.wikipedia,2022,8
PL,6000,hi.wikipedia,2022,8
BE,6000,hi.wikipedia,2022,8
BR,6000,hi.wikipedia,2022,8
BH,6000,hi.wikipedia,2022,8
VN,6000,hi.wikipedia,2022,8
ES,5000,hi.wikipedia,2022,8
IR,5000,hi.wikipedia,2022,8
TH,5000,hi.wikipedia,2022,8
KR,5000,hi.wikipedia,2022,8
AT,5000,hi.wikipedia,2022,8
MY,5000,hi.wikipedia,2022,8
TR,4000,hi.wikipedia,2022,8
RO,4000,hi.wikipedia,2022,8
DK,4000,hi.wikipedia,2022,8
TW,4000,hi.wikipedia,2022,8
FI,4000,hi.wikipedia,2022,8
ZA,3000,hi.wikipedia,2022,8
NG,3000,hi.wikipedia,2022,8
MU,3000,hi.wikipedia,2022,8
MD,3000,hi.wikipedia,2022,8
PH,3000,hi.wikipedia,2022,8
NO,3000,hi.wikipedia,2022,8
IE,3000,hi.wikipedia,2022,8
IL,2000,hi.wikipedia,2022,8
LK,2000,hi.wikipedia,2022,8
MX,2000,hi.wikipedia,2022,8
HU,2000,hi.wikipedia,2022,8
IQ,2000,hi.wikipedia,2022,8
BG,2000,hi.wikipedia,2022,8
EG,2000,hi.wikipedia,2022,8
KE,2000,hi.wikipedia,2022,8
CO,2000,hi.wikipedia,2022,8
RS,2000,hi.wikipedia,2022,8
MA,2000,hi.wikipedia,2022,8
PT,2000,hi.wikipedia,2022,8
DZ,2000,hi.wikipedia,2022,8
GR,2000,hi.wikipedia,2022,8
FJ,2000,hi.wikipedia,2022,8
CD,1000,hi.wikipedia,2022,8
MM,1000,hi.wikipedia,2022,8
AR,1000,hi.wikipedia,2022,8
AZ,1000,hi.wikipedia,2022,8
TZ,1000,hi.wikipedia,2022,8
LT,1000,hi.wikipedia,2022,8
JO,1000,hi.wikipedia,2022,8
TM,1000,hi.wikipedia,2022,8
LV,1000,hi.wikipedia,2022,8
MV,1000,hi.wikipedia,2022,8
UZ,1000,hi.wikipedia,2022,8
KZ,1000,hi.wikipedia,2022,8
CL,1000,hi.wikipedia,2022,8
BY,1000,hi.wikipedia,2022,8
BT,1000,hi.wikipedia,2022,8
EE,1000,hi.wikipedia,2022,8
PE,1000,hi.wikipedia,2022,8
SK,1000,hi.wikipedia,2022,8
GH,1000,hi.wikipedia,2022,8
LU,1000,hi.wikipedia,2022,8
UG,1000,hi.wikipedia,2022,8
AM,1000,hi.wikipedia,2022,8
HR,1000,hi.wikipedia,2022,8
KH,1000,hi.wikipedia,2022,8
LY,1000,hi.wikipedia,2022,8
ZM,1000,hi.wikipedia,2022,8
GT,1000,hi.wikipedia,2022,8
BA,1000,hi.wikipedia,2022,8
SD,1000,hi.wikipedia,2022,8
GE,1000,hi.wikipedia,2022,8
LB,1000,hi.wikipedia,2022,8
IS,1000,hi.wikipedia,2022,8
KG,1000,hi.wikipedia,2022,8
ET,1000,hi.wikipedia,2022,8
AO,1000,hi.wikipedia,2022,8
AL,1000,hi.wikipedia,2022,8
GN,1000,hi.wikipedia,2022,8
CM,1000,hi.wikipedia,2022,8
SN,1000,hi.wikipedia,2022,8
UY,1000,hi.wikipedia,2022,8
SR,1000,hi.wikipedia,2022,8
SI,1000,hi.wikipedia,2022,8
TN,1000,hi.wikipedia,2022,8
MO,1000,hi.wikipedia,2022,8
BO,1000,hi.wikipedia,2022,8
TT,1000,hi.wikipedia,2022,8
MW,1000,hi.wikipedia,2022,8
CI,1000,hi.wikipedia,2022,8
DJ,1000,hi.wikipedia,2022,8
HN,1000,hi.wikipedia,2022,8
LR,1000,hi.wikipedia,2022,8
VE,1000,hi.wikipedia,2022,8
MT,1000,hi.wikipedia,2022,8
EC,1000,hi.wikipedia,2022,8
AF,1000,hi.wikipedia,2022,8
BJ,1000,hi.wikipedia,2022,8
YE,1000,hi.wikipedia,2022,8
CN,1000,hi.wikipedia,2022,8
TG,1000,hi.wikipedia,2022,8
CR,1000,hi.wikipedia,2022,8
MZ,1000,hi.wikipedia,2022,8
PA,1000,hi.wikipedia,2022,8
CU,1000,hi.wikipedia,2022,8
SV,1000,hi.wikipedia,2022,8
NI,1000,hi.wikipedia,2022,8
GR,28703000,el.wikipedia,2022,8
CY,1170000,el.wikipedia,2022,8
DE,564000,el.wikipedia,2022,8
US,522000,el.wikipedia,2022,8
GB,247000,el.wikipedia,2022,8
NL,141000,el.wikipedia,2022,8
FR,136000,el.wikipedia,2022,8
BE,122000,el.wikipedia,2022,8
CA,109000,el.wikipedia,2022,8
--,93000,el.wikipedia,2022,8
IT,83000,el.wikipedia,2022,8
RU,73000,el.wikipedia,2022,8
CH,66000,el.wikipedia,2022,8
SG,62000,el.wikipedia,2022,8
AL,59000,el.wikipedia,2022,8
SE,58000,el.wikipedia,2022,8
TR,53000,el.wikipedia,2022,8
AU,48000,el.wikipedia,2022,8
ES,46000,el.wikipedia,2022,8
AT,44000,el.wikipedia,2022,8
BG,41000,el.wikipedia,2022,8
UA,35000,el.wikipedia,2022,8
PL,33000,el.wikipedia,2022,8
TW,31000,el.wikipedia,2022,8
RO,29000,el.wikipedia,2022,8
ID,28000,el.wikipedia,2022,8
JP,26000,el.wikipedia,2022,8
FI,25000,el.wikipedia,2022,8
CZ,24000,el.wikipedia,2022,8
DK,22000,el.wikipedia,2022,8
NO,21000,el.wikipedia,2022,8
RS,21000,el.wikipedia,2022,8
IN,19000,el.wikipedia,2022,8
BR,16000,el.wikipedia,2022,8
IE,13000,el.wikipedia,2022,8
LU,13000,el.wikipedia,2022,8
MK,12000,el.wikipedia,2022,8
KR,12000,el.wikipedia,2022,8
SC,12000,el.wikipedia,2022,8
IL,11000,el.wikipedia,2022,8
HU,11000,el.wikipedia,2022,8
MD,10000,el.wikipedia,2022,8
VN,9000,el.wikipedia,2022,8
HK,8000,el.wikipedia,2022,8
AE,8000,el.wikipedia,2022,8
PT,8000,el.wikipedia,2022,8
EG,7000,el.wikipedia,2022,8
HR,7000,el.wikipedia,2022,8
MX,7000,el.wikipedia,2022,8
GE,6000,el.wikipedia,2022,8
BA,6000,el.wikipedia,2022,8
SA,5000,el.wikipedia,2022,8
TH,5000,el.wikipedia,2022,8
ZA,4000,el.wikipedia,2022,8
AR,4000,el.wikipedia,2022,8
SK,4000,el.wikipedia,2022,8
PH,4000,el.wikipedia,2022,8
MT,4000,el.wikipedia,2022,8
IR,4000,el.wikipedia,2022,8
QA,4000,el.wikipedia,2022,8
CO,4000,el.wikipedia,2022,8
PE,4000,el.wikipedia,2022,8
LT,4000,el.wikipedia,2022,8
ME,3000,el.wikipedia,2022,8
EE,3000,el.wikipedia,2022,8
IS,3000,el.wikipedia,2022,8
SI,3000,el.wikipedia,2022,8
NG,3000,el.wikipedia,2022,8
MA,3000,el.wikipedia,2022,8
NZ,3000,el.wikipedia,2022,8
AM,3000,el.wikipedia,2022,8
BY,3000,el.wikipedia,2022,8
CL,3000,el.wikipedia,2022,8
JO,2000,el.wikipedia,2022,8
KZ,2000,el.wikipedia,2022,8
LV,2000,el.wikipedia,2022,8
MY,2000,el.wikipedia,2022,8
PK,2000,el.wikipedia,2022,8
UZ,2000,el.wikipedia,2022,8
TN,2000,el.wikipedia,2022,8
DZ,2000,el.wikipedia,2022,8
KE,2000,el.wikipedia,2022,8
IQ,2000,el.wikipedia,2022,8
AZ,2000,el.wikipedia,2022,8
BD,2000,el.wikipedia,2022,8
NP,1000,el.wikipedia,2022,8
TZ,1000,el.wikipedia,2022,8
UY,1000,el.wikipedia,2022,8
LB,1000,el.wikipedia,2022,8
KW,1000,el.wikipedia,2022,8
CU,1000,el.wikipedia,2022,8
VE,1000,el.wikipedia,2022,8
EC,1000,el.wikipedia,2022,8
BH,1000,el.wikipedia,2022,8
PA,1000,el.wikipedia,2022,8
PS,1000,el.wikipedia,2022,8
CR,1000,el.wikipedia,2022,8
DO,1000,el.wikipedia,2022,8
MV,1000,el.wikipedia,2022,8
XK,1000,el.wikipedia,2022,8
KH,1000,el.wikipedia,2022,8
LY,1000,el.wikipedia,2022,8
MC,1000,el.wikipedia,2022,8
GT,1000,el.wikipedia,2022,8
KG,1000,el.wikipedia,2022,8
ET,1000,el.wikipedia,2022,8
BO,1000,el.wikipedia,2022,8
PR,1000,el.wikipedia,2022,8
SD,1000,el.wikipedia,2022,8
CD,1000,el.wikipedia,2022,8
TJ,1000,el.wikipedia,2022,8
OM,1000,el.wikipedia,2022,8
LK,1000,el.wikipedia,2022,8
BZ,1000,el.wikipedia,2022,8
NI,1000,el.wikipedia,2022,8
CI,1000,el.wikipedia,2022,8
GH,1000,el.wikipedia,2022,8
PY,1000,el.wikipedia,2022,8
MU,1000,el.wikipedia,2022,8
CM,1000,el.wikipedia,2022,8
TM,1000,el.wikipedia,2022,8
CN,1000,el.wikipedia,2022,8
MN,1000,el.wikipedia,2022,8
UG,1000,el.wikipedia,2022,8
MO,1000,el.wikipedia,2022,8
GP,1000,el.wikipedia,2022,8
ZM,1000,el.wikipedia,2022,8
HN,1000,el.wikipedia,2022,8
SN,1000,el.wikipedia,2022,8
SY,1000,el.wikipedia,2022,8
AD,1000,el.wikipedia,2022,8
IM,1000,el.wikipedia,2022,8
MM,1000,el.wikipedia,2022,8
GL,1000,el.wikipedia,2022,8
BS,1000,el.wikipedia,2022,8
JE,1000,el.wikipedia,2022,8
MZ,1000,el.wikipedia,2022,8
SE,63742000,sv.wikipedia,2022,8
FI,1411000,sv.wikipedia,2022,8
US,1254000,sv.wikipedia,2022,8
DE,589000,sv.wikipedia,2022,8
NO,545000,sv.wikipedia,2022,8
DK,327000,sv.wikipedia,2022,8
FR,222000,sv.wikipedia,2022,8
ES,206000,sv.wikipedia,2022,8
CA,195000,sv.wikipedia,2022,8
GB,181000,sv.wikipedia,2022,8
RU,168000,sv.wikipedia,2022,8
NL,158000,sv.wikipedia,2022,8
AX,122000,sv.wikipedia,2022,8
IN,105000,sv.wikipedia,2022,8
SC,103000,sv.wikipedia,2022,8
IT,99000,sv.wikipedia,2022,8
PL,85000,sv.wikipedia,2022,8
GR,81000,sv.wikipedia,2022,8
CH,73000,sv.wikipedia,2022,8
UA,57000,sv.wikipedia,2022,8
BE,57000,sv.wikipedia,2022,8
JP,56000,sv.wikipedia,2022,8
CZ,54000,sv.wikipedia,2022,8
AT,46000,sv.wikipedia,2022,8
TR,46000,sv.wikipedia,2022,8
--,41000,sv.wikipedia,2022,8
SG,37000,sv.wikipedia,2022,8
AU,36000,sv.wikipedia,2022,8
HR,32000,sv.wikipedia,2022,8
BR,30000,sv.wikipedia,2022,8
PT,30000,sv.wikipedia,2022,8
IE,26000,sv.wikipedia,2022,8
RS,24000,sv.wikipedia,2022,8
TH,24000,sv.wikipedia,2022,8
HU,23000,sv.wikipedia,2022,8
EE,23000,sv.wikipedia,2022,8
ID,19000,sv.wikipedia,2022,8
MX,19000,sv.wikipedia,2022,8
BA,18000,sv.wikipedia,2022,8
IS,17000,sv.wikipedia,2022,8
VN,17000,sv.wikipedia,2022,8
RO,16000,sv.wikipedia,2022,8
HK,16000,sv.wikipedia,2022,8
CY,15000,sv.wikipedia,2022,8
KR,15000,sv.wikipedia,2022,8
LV,15000,sv.wikipedia,2022,8
IL,14000,sv.wikipedia,2022,8
PK,14000,sv.wikipedia,2022,8
PH,13000,sv.wikipedia,2022,8
BG,13000,sv.wikipedia,2022,8
LU,12000,sv.wikipedia,2022,8
TW,12000,sv.wikipedia,2022,8
IR,11000,sv.wikipedia,2022,8
AL,11000,sv.wikipedia,2022,8
AR,10000,sv.wikipedia,2022,8
LT,9000,sv.wikipedia,2022,8
MY,8000,sv.wikipedia,2022,8
CO,8000,sv.wikipedia,2022,8
MD,8000,sv.wikipedia,2022,8
AE,8000,sv.wikipedia,2022,8
ZA,8000,sv.wikipedia,2022,8
MK,8000,sv.wikipedia,2022,8
BW,7000,sv.wikipedia,2022,8
SK,7000,sv.wikipedia,2022,8
CL,7000,sv.wikipedia,2022,8
ME,7000,sv.wikipedia,2022,8
NG,6000,sv.wikipedia,2022,8
MA,6000,sv.wikipedia,2022,8
EG,6000,sv.wikipedia,2022,8
IQ,6000,sv.wikipedia,2022,8
BD,6000,sv.wikipedia,2022,8
SI,6000,sv.wikipedia,2022,8
MT,6000,sv.wikipedia,2022,8
BY,6000,sv.wikipedia,2022,8
KZ,6000,sv.wikipedia,2022,8
NZ,6000,sv.wikipedia,2022,8
KE,6000,sv.wikipedia,2022,8
UZ,5000,sv.wikipedia,2022,8
PE,5000,sv.wikipedia,2022,8
XK,4000,sv.wikipedia,2022,8
GE,4000,sv.wikipedia,2022,8
FO,4000,sv.wikipedia,2022,8
UY,3000,sv.wikipedia,2022,8
SA,3000,sv.wikipedia,2022,8
PA,3000,sv.wikipedia,2022,8
LB,3000,sv.wikipedia,2022,8
CR,3000,sv.wikipedia,2022,8
AZ,3000,sv.wikipedia,2022,8
TN,3000,sv.wikipedia,2022,8
BO,3000,sv.wikipedia,2022,8
AM,3000,sv.wikipedia,2022,8
SO,2000,sv.wikipedia,2022,8
DZ,2000,sv.wikipedia,2022,8
TZ,2000,sv.wikipedia,2022,8
JO,2000,sv.wikipedia,2022,8
EC,2000,sv.wikipedia,2022,8
VE,2000,sv.wikipedia,2022,8
ET,2000,sv.wikipedia,2022,8
DO,2000,sv.wikipedia,2022,8
KG,2000,sv.wikipedia,2022,8
KH,2000,sv.wikipedia,2022,8
GT,2000,sv.wikipedia,2022,8
UG,2000,sv.wikipedia,2022,8
NP,2000,sv.wikipedia,2022,8
GL,1000,sv.wikipedia,2022,8
TJ,1000,sv.wikipedia,2022,8
HN,1000,sv.wikipedia,2022,8
QA,1000,sv.wikipedia,2022,8
LK,1000,sv.wikipedia,2022,8
SV,1000,sv.wikipedia,2022,8
GH,1000,sv.wikipedia,2022,8
MN,1000,sv.wikipedia,2022,8
MV,1000,sv.wikipedia,2022,8
KY,1000,sv.wikipedia,2022,8
MC,1000,sv.wikipedia,2022,8
TM,1000,sv.wikipedia,2022,8
KW,1000,sv.wikipedia,2022,8
PY,1000,sv.wikipedia,2022,8
SY,1000,sv.wikipedia,2022,8
CD,1000,sv.wikipedia,2022,8
NI,1000,sv.wikipedia,2022,8
CI,1000,sv.wikipedia,2022,8
MM,1000,sv.wikipedia,2022,8
OM,1000,sv.wikipedia,2022,8
SN,1000,sv.wikipedia,2022,8
CN,1000,sv.wikipedia,2022,8
MU,1000,sv.wikipedia,2022,8
LY,1000,sv.wikipedia,2022,8
AD,1000,sv.wikipedia,2022,8
PR,1000,sv.wikipedia,2022,8
ZM,1000,sv.wikipedia,2022,8
AF,1000,sv.wikipedia,2022,8
CU,1000,sv.wikipedia,2022,8
IM,1000,sv.wikipedia,2022,8
TT,1000,sv.wikipedia,2022,8
LA,1000,sv.wikipedia,2022,8
MZ,1000,sv.wikipedia,2022,8
PS,1000,sv.wikipedia,2022,8
RW,1000,sv.wikipedia,2022,8
GP,1000,sv.wikipedia,2022,8
JM,1000,sv.wikipedia,2022,8
BM,1000,sv.wikipedia,2022,8
SD,1000,sv.wikipedia,2022,8
BH,1000,sv.wikipedia,2022,8
LI,1000,sv.wikipedia,2022,8
RE,1000,sv.wikipedia,2022,8
MO,1000,sv.wikipedia,2022,8
CM,1000,sv.wikipedia,2022,8
BB,1000,sv.wikipedia,2022,8
PF,1000,sv.wikipedia,2022,8
BF,1000,sv.wikipedia,2022,8
MG,1000,sv.wikipedia,2022,8
GI,1000,sv.wikipedia,2022,8
GM,1000,sv.wikipedia,2022,8
MW,1000,sv.wikipedia,2022,8
BI,1000,sv.wikipedia,2022,8
LR,1000,sv.wikipedia,2022,8
ML,1000,sv.wikipedia,2022,8
GD,1000,sv.wikipedia,2022,8
SX,1000,sv.wikipedia,2022,8
SS,1000,sv.wikipedia,2022,8
BS,1000,sv.wikipedia,2022,8
TG,1000,sv.wikipedia,2022,8
JE,1000,sv.wikipedia,2022,8
YE,1000,sv.wikipedia,2022,8
FJ,1000,sv.wikipedia,2022,8
ZW,1000,sv.wikipedia,2022,8
NA,1000,sv.wikipedia,2022,8
BJ,1000,sv.wikipedia,2022,8
AW,1000,sv.wikipedia,2022,8
AO,1000,sv.wikipedia,2022,8
SR,1000,sv.wikipedia,2022,8
BN,1000,sv.wikipedia,2022,8
GN,1000,sv.wikipedia,2022,8
GF,1000,sv.wikipedia,2022,8
HU,37228000,hu.wikipedia,2022,8
RO,1732000,hu.wikipedia,2022,8
US,944000,hu.wikipedia,2022,8
DE,894000,hu.wikipedia,2022,8
SK,878000,hu.wikipedia,2022,8
AT,507000,hu.wikipedia,2022,8
GB,356000,hu.wikipedia,2022,8
RS,300000,hu.wikipedia,2022,8
HR,164000,hu.wikipedia,2022,8
CA,161000,hu.wikipedia,2022,8
NL,149000,hu.wikipedia,2022,8
CH,136000,hu.wikipedia,2022,8
IT,128000,hu.wikipedia,2022,8
FR,126000,hu.wikipedia,2022,8
UA,113000,hu.wikipedia,2022,8
RU,105000,hu.wikipedia,2022,8
--,105000,hu.wikipedia,2022,8
CZ,90000,hu.wikipedia,2022,8
PL,84000,hu.wikipedia,2022,8
ES,82000,hu.wikipedia,2022,8
SE,72000,hu.wikipedia,2022,8
GR,66000,hu.wikipedia,2022,8
IN,54000,hu.wikipedia,2022,8
BE,50000,hu.wikipedia,2022,8
TR,50000,hu.wikipedia,2022,8
IE,42000,hu.wikipedia,2022,8
DK,38000,hu.wikipedia,2022,8
SC,33000,hu.wikipedia,2022,8
FI,32000,hu.wikipedia,2022,8
SG,31000,hu.wikipedia,2022,8
SI,30000,hu.wikipedia,2022,8
JP,29000,hu.wikipedia,2022,8
NO,29000,hu.wikipedia,2022,8
ME,26000,hu.wikipedia,2022,8
IL,26000,hu.wikipedia,2022,8
AU,25000,hu.wikipedia,2022,8
AL,20000,hu.wikipedia,2022,8
BR,19000,hu.wikipedia,2022,8
BG,19000,hu.wikipedia,2022,8
MX,17000,hu.wikipedia,2022,8
ID,17000,hu.wikipedia,2022,8
PT,14000,hu.wikipedia,2022,8
EG,14000,hu.wikipedia,2022,8
VN,13000,hu.wikipedia,2022,8
HK,12000,hu.wikipedia,2022,8
BA,12000,hu.wikipedia,2022,8
KR,11000,hu.wikipedia,2022,8
LU,11000,hu.wikipedia,2022,8
MD,11000,hu.wikipedia,2022,8
CY,10000,hu.wikipedia,2022,8
MT,9000,hu.wikipedia,2022,8
TH,8000,hu.wikipedia,2022,8
TW,8000,hu.wikipedia,2022,8
PH,7000,hu.wikipedia,2022,8
AE,7000,hu.wikipedia,2022,8
AR,6000,hu.wikipedia,2022,8
TN,6000,hu.wikipedia,2022,8
MY,5000,hu.wikipedia,2022,8
IS,5000,hu.wikipedia,2022,8
EE,5000,hu.wikipedia,2022,8
CL,5000,hu.wikipedia,2022,8
MK,5000,hu.wikipedia,2022,8
NZ,5000,hu.wikipedia,2022,8
LT,5000,hu.wikipedia,2022,8
KZ,5000,hu.wikipedia,2022,8
CO,5000,hu.wikipedia,2022,8
ZA,4000,hu.wikipedia,2022,8
IQ,4000,hu.wikipedia,2022,8
IR,4000,hu.wikipedia,2022,8
PK,4000,hu.wikipedia,2022,8
GE,4000,hu.wikipedia,2022,8
BY,4000,hu.wikipedia,2022,8
LV,4000,hu.wikipedia,2022,8
PE,4000,hu.wikipedia,2022,8
UZ,3000,hu.wikipedia,2022,8
BD,3000,hu.wikipedia,2022,8
NG,3000,hu.wikipedia,2022,8
MA,3000,hu.wikipedia,2022,8
UY,3000,hu.wikipedia,2022,8
DZ,3000,hu.wikipedia,2022,8
KE,3000,hu.wikipedia,2022,8
JO,2000,hu.wikipedia,2022,8
KW,2000,hu.wikipedia,2022,8
SA,2000,hu.wikipedia,2022,8
MV,2000,hu.wikipedia,2022,8
AZ,2000,hu.wikipedia,2022,8
CR,2000,hu.wikipedia,2022,8
VE,2000,hu.wikipedia,2022,8
AM,2000,hu.wikipedia,2022,8
XK,2000,hu.wikipedia,2022,8
PA,2000,hu.wikipedia,2022,8
TZ,2000,hu.wikipedia,2022,8
BO,2000,hu.wikipedia,2022,8
CU,2000,hu.wikipedia,2022,8
EC,2000,hu.wikipedia,2022,8
QA,2000,hu.wikipedia,2022,8
DO,1000,hu.wikipedia,2022,8
TJ,1000,hu.wikipedia,2022,8
MN,1000,hu.wikipedia,2022,8
KG,1000,hu.wikipedia,2022,8
NP,1000,hu.wikipedia,2022,8
LB,1000,hu.wikipedia,2022,8
MU,1000,hu.wikipedia,2022,8
HN,1000,hu.wikipedia,2022,8
GT,1000,hu.wikipedia,2022,8
KH,1000,hu.wikipedia,2022,8
SV,1000,hu.wikipedia,2022,8
MM,1000,hu.wikipedia,2022,8
PY,1000,hu.wikipedia,2022,8
GH,1000,hu.wikipedia,2022,8
CI,1000,hu.wikipedia,2022,8
OM,1000,hu.wikipedia,2022,8
LK,1000,hu.wikipedia,2022,8
LI,1000,hu.wikipedia,2022,8
MQ,1000,hu.wikipedia,2022,8
TM,1000,hu.wikipedia,2022,8
PR,1000,hu.wikipedia,2022,8
JE,1000,hu.wikipedia,2022,8
CN,1000,hu.wikipedia,2022,8
TG,1000,hu.wikipedia,2022,8
IM,1000,hu.wikipedia,2022,8
