country_long,iso2,project,page_id,page_title,pageviews_dp,date
United Kingdom,GB,en.wikipedia,242702,Monkeypox,553,2022-11-29
United States of America,US,en.wikipedia,242702,Monkeypox,2820,2022-11-29
United States of America,US,en.wikipedia,242702,Monkeypox,1467,2022-11-30
United States of America,US,en.wikipedia,242702,Monkeypox,1124,2022-12-01
United States of America,US,en.wikipedia,242702,Monkeypox,755,2022-12-02
United States of America,US,en.wikipedia,242702,Monkeypox,796,2022-12-03
United States of America,US,en.wikipedia,242702,Monkeypox,835,2022-12-04
United States of America,US,en.wikipedia,242702,Monkeypox,720,2022-12-05
United States of America,US,en.wikipedia,242702,Monkeypox,767,2022-12-06
United States of America,US,en.wikipedia,242702,Monkeypox,693,2022-12-07
United States of America,US,en.wikipedia,242702,Monkeypox,660,2022-12-08
United States of America,US,en.wikipedia,242702,Monkeypox,628,2022-12-09
United States of America,US,en.wikipedia,242702,Monkeypox,521,2022-12-12
United States of America,US,en.wikipedia,242702,Monkeypox,566,2022-12-13
United States of America,US,en.wikipedia,242702,Monkeypox,614,2022-12-14
United States of America,US,en.wikipedia,242702,Monkeypox,575,2022-12-15
United States of America,US,en.wikipedia,242702,Monkeypox,627,2022-12-16
United States of America,US,en.wikipedia,242702,Monkeypox,470,2022-12-17
United States of America,US,en.wikipedia,242702,Monkeypox,491,2022-12-19
United States of America,US,en.wikipedia,242702,Monkeypox,496,2022-12-20
United States of America,US,en.wikipedia,242702,Monkeypox,477,2022-12-28
United States of America,US,en.wikipedia,242702,Monkeypox,525,2023-01-06
United States of America,US,en.wikipedia,242702,Monkeypox,524,2023-01-25
United States of America,US,en.wikipedia,242702,Monkeypox,452,2023-01-31
