country_long,iso2,project,page_id,page_title,pageviews,date
United States of America,US,en.wikipedia,39680623,Monkeypox virus,883,2022-06-24
United States of America,US,en.wikipedia,44410,Conjunctivitis,523,2022-06-24
United States of America,US,en.wikipedia,37636,Encephalitis,512,2022-06-24
United States of America,US,en.wikipedia,53951,Diarrhea,469,2022-06-24
United States of America,US,en.wikipedia,452461,Myocarditis,867,2022-06-24
United States of America,US,en.wikipedia,19167679,Virus,747,2022-06-24
United States of America,US,en.wikipedia,18821046,Chickenpox,715,2022-06-24
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,477,2022-06-24
United States of America,US,en.wikipedia,16829895,Smallpox,1525,2022-06-24
United States of America,US,en.wikipedia,37220,Infection,574,2022-06-24
United States of America,US,en.wikipedia,33583,World Health Organization,713,2022-06-24
United States of America,US,en.wikipedia,158400,Sepsis,2642,2022-06-24
United States of America,US,en.wikipedia,61088,Smallpox vaccine,777,2022-06-25
United States of America,US,en.wikipedia,771986,Skin condition,545,2022-06-25
United States of America,US,en.wikipedia,28848,Scabies,1402,2022-06-25
United States of America,US,en.wikipedia,39680623,Monkeypox virus,620,2022-06-25
United States of America,US,en.wikipedia,44410,Conjunctivitis,538,2022-06-25
United States of America,US,en.wikipedia,37636,Encephalitis,513,2022-06-25
United States of America,US,en.wikipedia,53951,Diarrhea,496,2022-06-25
United States of America,US,en.wikipedia,452461,Myocarditis,1074,2022-06-25
United States of America,US,en.wikipedia,19167679,Virus,619,2022-06-25
United States of America,US,en.wikipedia,18821046,Chickenpox,814,2022-06-25
United States of America,US,en.wikipedia,16829895,Smallpox,1420,2022-06-25
United States of America,US,en.wikipedia,37220,Infection,578,2022-06-25
United States of America,US,en.wikipedia,33583,World Health Organization,797,2022-06-25
United States of America,US,en.wikipedia,242702,Monkeypox,4586,2022-06-25
United States of America,US,en.wikipedia,158400,Sepsis,2365,2022-06-25
United States of America,US,en.wikipedia,61088,Smallpox vaccine,679,2022-06-26
United States of America,US,en.wikipedia,771986,Skin condition,574,2022-06-26
United States of America,US,en.wikipedia,28848,Scabies,1067,2022-06-26
United States of America,US,en.wikipedia,39680623,Monkeypox virus,539,2022-06-26
United States of America,US,en.wikipedia,44410,Conjunctivitis,623,2022-06-26
United States of America,US,en.wikipedia,37636,Encephalitis,523,2022-06-26
United States of America,US,en.wikipedia,53951,Diarrhea,588,2022-06-26
United States of America,US,en.wikipedia,452461,Myocarditis,1395,2022-06-26
United States of America,US,en.wikipedia,19167679,Virus,609,2022-06-26
United States of America,US,en.wikipedia,18821046,Chickenpox,896,2022-06-26
United States of America,US,en.wikipedia,562958,Signs and symptoms,529,2022-06-26
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,574,2022-06-26
United States of America,US,en.wikipedia,16829895,Smallpox,1248,2022-06-26
United States of America,US,en.wikipedia,37220,Infection,537,2022-06-26
United States of America,US,en.wikipedia,33583,World Health Organization,665,2022-06-26
United States of America,US,en.wikipedia,242702,Monkeypox,4333,2022-06-26
United States of America,US,en.wikipedia,158400,Sepsis,2368,2022-06-26
United States of America,US,en.wikipedia,61088,Smallpox vaccine,647,2022-06-27
United States of America,US,en.wikipedia,771986,Skin condition,607,2022-06-27
United States of America,US,en.wikipedia,28848,Scabies,1091,2022-06-27
United States of America,US,en.wikipedia,39680623,Monkeypox virus,488,2022-06-27
United States of America,US,en.wikipedia,44410,Conjunctivitis,693,2022-06-27
United States of America,US,en.wikipedia,172323,Rubella,472,2022-06-27
United States of America,US,en.wikipedia,37636,Encephalitis,461,2022-06-27
United States of America,US,en.wikipedia,53951,Diarrhea,540,2022-06-27
United States of America,US,en.wikipedia,452461,Myocarditis,932,2022-06-27
United States of America,US,en.wikipedia,19167679,Virus,745,2022-06-27
United States of America,US,en.wikipedia,18821046,Chickenpox,808,2022-06-27
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,650,2022-06-27
United States of America,US,en.wikipedia,16829895,Smallpox,1146,2022-06-27
United States of America,US,en.wikipedia,37220,Infection,580,2022-06-27
United States of America,US,en.wikipedia,33583,World Health Organization,807,2022-06-27
United States of America,US,en.wikipedia,242702,Monkeypox,4478,2022-06-27
United States of America,US,en.wikipedia,158400,Sepsis,2306,2022-06-27
United States of America,US,en.wikipedia,61088,Smallpox vaccine,719,2022-06-28
United States of America,US,en.wikipedia,771986,Skin condition,530,2022-06-28
United States of America,US,en.wikipedia,28848,Scabies,1012,2022-06-28
United States of America,US,en.wikipedia,39680623,Monkeypox virus,662,2022-06-28
United States of America,US,en.wikipedia,44410,Conjunctivitis,555,2022-06-28
United States of America,US,en.wikipedia,46253,Fever,488,2022-06-28
United States of America,US,en.wikipedia,37636,Encephalitis,559,2022-06-28
United States of America,US,en.wikipedia,53951,Diarrhea,513,2022-06-28
United States of America,US,en.wikipedia,452461,Myocarditis,985,2022-06-28
United States of America,US,en.wikipedia,19167679,Virus,679,2022-06-28
United States of America,US,en.wikipedia,18821046,Chickenpox,799,2022-06-28
United States of America,US,en.wikipedia,562958,Signs and symptoms,481,2022-06-28
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,697,2022-06-28
United States of America,US,en.wikipedia,16829895,Smallpox,1738,2022-06-28
United States of America,US,en.wikipedia,37220,Infection,1096,2022-06-28
United States of America,US,en.wikipedia,33583,World Health Organization,843,2022-06-28
United States of America,US,en.wikipedia,242702,Monkeypox,5190,2022-06-28
United States of America,US,en.wikipedia,158400,Sepsis,2186,2022-06-28
United States of America,US,en.wikipedia,34049,Wart,561,2022-06-28
United States of America,US,en.wikipedia,6682,Clade,471,2022-06-29
United States of America,US,en.wikipedia,61088,Smallpox vaccine,1377,2022-06-29
United States of America,US,en.wikipedia,771986,Skin condition,550,2022-06-29
United States of America,US,en.wikipedia,28848,Scabies,1076,2022-06-29
United States of America,US,en.wikipedia,39680623,Monkeypox virus,1014,2022-06-29
United States of America,US,en.wikipedia,44410,Conjunctivitis,695,2022-06-29
United States of America,US,en.wikipedia,46253,Fever,538,2022-06-29
United States of America,US,en.wikipedia,37636,Encephalitis,584,2022-06-29
United States of America,US,en.wikipedia,53951,Diarrhea,537,2022-06-29
United States of America,US,en.wikipedia,452461,Myocarditis,1177,2022-06-29
United States of America,US,en.wikipedia,19167679,Virus,824,2022-06-29
United States of America,US,en.wikipedia,18821046,Chickenpox,991,2022-06-29
United States of America,US,en.wikipedia,562958,Signs and symptoms,473,2022-06-29
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,734,2022-06-29
United States of America,US,en.wikipedia,16829895,Smallpox,2759,2022-06-29
United States of America,US,en.wikipedia,37220,Infection,1546,2022-06-29
United States of America,US,en.wikipedia,33583,World Health Organization,1075,2022-06-29
United States of America,US,en.wikipedia,242702,Monkeypox,10083,2022-06-29
United States of America,US,en.wikipedia,158400,Sepsis,2308,2022-06-29
United States of America,US,en.wikipedia,34049,Wart,556,2022-06-29
United States of America,US,en.wikipedia,6682,Clade,475,2022-06-30
United States of America,US,en.wikipedia,61088,Smallpox vaccine,982,2022-06-30
United States of America,US,en.wikipedia,771986,Skin condition,473,2022-06-30
United States of America,US,en.wikipedia,28848,Scabies,969,2022-06-30
United States of America,US,en.wikipedia,39680623,Monkeypox virus,640,2022-06-30
United States of America,US,en.wikipedia,44410,Conjunctivitis,537,2022-06-30
United States of America,US,en.wikipedia,46253,Fever,533,2022-06-30
United States of America,US,en.wikipedia,37636,Encephalitis,504,2022-06-30
United States of America,US,en.wikipedia,53951,Diarrhea,672,2022-06-30
United States of America,US,en.wikipedia,452461,Myocarditis,993,2022-06-30
United States of America,US,en.wikipedia,19167679,Virus,965,2022-06-30
United States of America,US,en.wikipedia,18821046,Chickenpox,913,2022-06-30
United States of America,US,en.wikipedia,562958,Signs and symptoms,517,2022-06-30
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,711,2022-06-30
United States of America,US,en.wikipedia,16829895,Smallpox,2712,2022-06-30
United States of America,US,en.wikipedia,37220,Infection,1784,2022-06-30
United States of America,US,en.wikipedia,33583,World Health Organization,1117,2022-06-30
United States of America,US,en.wikipedia,242702,Monkeypox,7498,2022-06-30
United States of America,US,en.wikipedia,158400,Sepsis,2305,2022-06-30
United States of America,US,en.wikipedia,61088,Smallpox vaccine,800,2022-07-01
United States of America,US,en.wikipedia,771986,Skin condition,563,2022-07-01
United States of America,US,en.wikipedia,28848,Scabies,1019,2022-07-01
United States of America,US,en.wikipedia,39680623,Monkeypox virus,540,2022-07-01
United States of America,US,en.wikipedia,44410,Conjunctivitis,729,2022-07-01
United States of America,US,en.wikipedia,19383782,Kaposi's sarcoma,536,2022-07-01
United States of America,US,en.wikipedia,37636,Encephalitis,485,2022-07-01
United States of America,US,en.wikipedia,53951,Diarrhea,519,2022-07-01
United States of America,US,en.wikipedia,452461,Myocarditis,1056,2022-07-01
United States of America,US,en.wikipedia,19167679,Virus,648,2022-07-01
United States of America,US,en.wikipedia,18821046,Chickenpox,836,2022-07-01
United States of America,US,en.wikipedia,562958,Signs and symptoms,450,2022-07-01
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,630,2022-07-01
United States of America,US,en.wikipedia,16829895,Smallpox,1979,2022-07-01
United States of America,US,en.wikipedia,37220,Infection,1233,2022-07-01
United States of America,US,en.wikipedia,33583,World Health Organization,740,2022-07-01
United States of America,US,en.wikipedia,242702,Monkeypox,7018,2022-07-01
United States of America,US,en.wikipedia,158400,Sepsis,2263,2022-07-01
United States of America,US,en.wikipedia,34049,Wart,638,2022-07-01
United States of America,US,en.wikipedia,61088,Smallpox vaccine,890,2022-07-02
United States of America,US,en.wikipedia,771986,Skin condition,493,2022-07-02
United States of America,US,en.wikipedia,28848,Scabies,869,2022-07-02
United States of America,US,en.wikipedia,39680623,Monkeypox virus,784,2022-07-02
United States of America,US,en.wikipedia,44410,Conjunctivitis,534,2022-07-02
United States of America,US,en.wikipedia,452461,Myocarditis,1044,2022-07-02
United States of America,US,en.wikipedia,19167679,Virus,683,2022-07-02
United States of America,US,en.wikipedia,18821046,Chickenpox,799,2022-07-02
United States of America,US,en.wikipedia,562958,Signs and symptoms,519,2022-07-02
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,503,2022-07-02
United States of America,US,en.wikipedia,16829895,Smallpox,1431,2022-07-02
United States of America,US,en.wikipedia,33583,World Health Organization,623,2022-07-02
United States of America,US,en.wikipedia,242702,Monkeypox,8445,2022-07-02
United States of America,US,en.wikipedia,158400,Sepsis,2256,2022-07-02
United States of America,US,en.wikipedia,34049,Wart,508,2022-07-02
United States of America,US,en.wikipedia,61088,Smallpox vaccine,835,2022-07-03
United States of America,US,en.wikipedia,771986,Skin condition,532,2022-07-03
United States of America,US,en.wikipedia,28848,Scabies,826,2022-07-03
United States of America,US,en.wikipedia,39680623,Monkeypox virus,492,2022-07-03
United States of America,US,en.wikipedia,44410,Conjunctivitis,566,2022-07-03
United States of America,US,en.wikipedia,37636,Encephalitis,500,2022-07-03
United States of America,US,en.wikipedia,452461,Myocarditis,1147,2022-07-03
United States of America,US,en.wikipedia,19167679,Virus,724,2022-07-03
United States of America,US,en.wikipedia,18821046,Chickenpox,787,2022-07-03
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,495,2022-07-03
United States of America,US,en.wikipedia,16829895,Smallpox,1565,2022-07-03
United States of America,US,en.wikipedia,37220,Infection,951,2022-07-03
United States of America,US,en.wikipedia,33583,World Health Organization,744,2022-07-03
United States of America,US,en.wikipedia,242702,Monkeypox,5834,2022-07-03
United States of America,US,en.wikipedia,158400,Sepsis,2240,2022-07-03
United States of America,US,en.wikipedia,34049,Wart,457,2022-07-03
United States of America,US,en.wikipedia,6682,Clade,524,2022-07-04
United States of America,US,en.wikipedia,61088,Smallpox vaccine,972,2022-07-04
United States of America,US,en.wikipedia,28848,Scabies,855,2022-07-04
United States of America,US,en.wikipedia,44410,Conjunctivitis,598,2022-07-04
United States of America,US,en.wikipedia,19383782,Kaposi's sarcoma,487,2022-07-04
United States of America,US,en.wikipedia,37636,Encephalitis,614,2022-07-04
United States of America,US,en.wikipedia,53951,Diarrhea,608,2022-07-04
United States of America,US,en.wikipedia,452461,Myocarditis,1228,2022-07-04
United States of America,US,en.wikipedia,87175,Herd immunity,1540,2022-07-04
United States of America,US,en.wikipedia,19167679,Virus,1086,2022-07-04
United States of America,US,en.wikipedia,18821046,Chickenpox,832,2022-07-04
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,632,2022-07-04
United States of America,US,en.wikipedia,16829895,Smallpox,1968,2022-07-04
United States of America,US,en.wikipedia,37220,Infection,848,2022-07-04
United States of America,US,en.wikipedia,33583,World Health Organization,1013,2022-07-04
United States of America,US,en.wikipedia,242702,Monkeypox,5542,2022-07-04
United States of America,US,en.wikipedia,158400,Sepsis,2525,2022-07-04
United States of America,US,en.wikipedia,34049,Wart,472,2022-07-04
United States of America,US,en.wikipedia,61088,Smallpox vaccine,543,2022-07-05
United States of America,US,en.wikipedia,771986,Skin condition,501,2022-07-05
United States of America,US,en.wikipedia,28848,Scabies,955,2022-07-05
United States of America,US,en.wikipedia,44410,Conjunctivitis,598,2022-07-05
United States of America,US,en.wikipedia,46253,Fever,462,2022-07-05
United States of America,US,en.wikipedia,37636,Encephalitis,507,2022-07-05
United States of America,US,en.wikipedia,53951,Diarrhea,660,2022-07-05
United States of America,US,en.wikipedia,452461,Myocarditis,902,2022-07-05
United States of America,US,en.wikipedia,19167679,Virus,793,2022-07-05
United States of America,US,en.wikipedia,18821046,Chickenpox,610,2022-07-05
United States of America,US,en.wikipedia,562958,Signs and symptoms,551,2022-07-05
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,523,2022-07-05
United States of America,US,en.wikipedia,16829895,Smallpox,2161,2022-07-05
United States of America,US,en.wikipedia,37220,Infection,1283,2022-07-05
United States of America,US,en.wikipedia,33583,World Health Organization,806,2022-07-05
United States of America,US,en.wikipedia,242702,Monkeypox,5390,2022-07-05
United States of America,US,en.wikipedia,158400,Sepsis,2378,2022-07-05
United States of America,US,en.wikipedia,443800,Shingles,1681,2022-07-05
United States of America,US,en.wikipedia,6682,Clade,455,2022-07-06
United States of America,US,en.wikipedia,61088,Smallpox vaccine,707,2022-07-06
United States of America,US,en.wikipedia,771986,Skin condition,482,2022-07-06
United States of America,US,en.wikipedia,28848,Scabies,1015,2022-07-06
United States of America,US,en.wikipedia,1010729,Lymphadenopathy,580,2022-07-06
United States of America,US,en.wikipedia,44410,Conjunctivitis,632,2022-07-06
United States of America,US,en.wikipedia,46253,Fever,474,2022-07-06
United States of America,US,en.wikipedia,37636,Encephalitis,572,2022-07-06
United States of America,US,en.wikipedia,53951,Diarrhea,1014,2022-07-06
United States of America,US,en.wikipedia,452461,Myocarditis,931,2022-07-06
United States of America,US,en.wikipedia,19167679,Virus,1097,2022-07-06
United States of America,US,en.wikipedia,18821046,Chickenpox,775,2022-07-06
United States of America,US,en.wikipedia,562958,Signs and symptoms,516,2022-07-06
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,660,2022-07-06
United States of America,US,en.wikipedia,16829895,Smallpox,2354,2022-07-06
United States of America,US,en.wikipedia,37220,Infection,1724,2022-07-06
United States of America,US,en.wikipedia,33583,World Health Organization,903,2022-07-06
United States of America,US,en.wikipedia,242702,Monkeypox,6682,2022-07-06
United States of America,US,en.wikipedia,158400,Sepsis,2368,2022-07-06
United States of America,US,en.wikipedia,34049,Wart,452,2022-07-06
United States of America,US,en.wikipedia,6682,Clade,516,2022-07-07
United States of America,US,en.wikipedia,61088,Smallpox vaccine,869,2022-07-07
United States of America,US,en.wikipedia,771986,Skin condition,504,2022-07-07
United States of America,US,en.wikipedia,28848,Scabies,959,2022-07-07
United States of America,US,en.wikipedia,39680623,Monkeypox virus,609,2022-07-07
United States of America,US,en.wikipedia,44410,Conjunctivitis,701,2022-07-07
United States of America,US,en.wikipedia,37636,Encephalitis,655,2022-07-07
United States of America,US,en.wikipedia,53951,Diarrhea,1020,2022-07-07
United States of America,US,en.wikipedia,452461,Myocarditis,1033,2022-07-07
United States of America,US,en.wikipedia,19167679,Virus,772,2022-07-07
United States of America,US,en.wikipedia,18821046,Chickenpox,845,2022-07-07
United States of America,US,en.wikipedia,562958,Signs and symptoms,557,2022-07-07
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,579,2022-07-07
United States of America,US,en.wikipedia,16829895,Smallpox,3105,2022-07-07
United States of America,US,en.wikipedia,37220,Infection,2455,2022-07-07
United States of America,US,en.wikipedia,33583,World Health Organization,762,2022-07-07
United States of America,US,en.wikipedia,242702,Monkeypox,8510,2022-07-07
United States of America,US,en.wikipedia,158400,Sepsis,2222,2022-07-07
United States of America,US,en.wikipedia,6682,Clade,567,2022-07-08
United States of America,US,en.wikipedia,61088,Smallpox vaccine,1071,2022-07-08
United States of America,US,en.wikipedia,771986,Skin condition,625,2022-07-08
United States of America,US,en.wikipedia,28848,Scabies,986,2022-07-08
United States of America,US,en.wikipedia,39680623,Monkeypox virus,602,2022-07-08
United States of America,US,en.wikipedia,44410,Conjunctivitis,713,2022-07-08
United States of America,US,en.wikipedia,6064646,Index case,741,2022-07-08
United States of America,US,en.wikipedia,46253,Fever,526,2022-07-08
United States of America,US,en.wikipedia,37636,Encephalitis,1011,2022-07-08
United States of America,US,en.wikipedia,53951,Diarrhea,769,2022-07-08
United States of America,US,en.wikipedia,452461,Myocarditis,1112,2022-07-08
United States of America,US,en.wikipedia,87175,Herd immunity,1510,2022-07-08
United States of America,US,en.wikipedia,19167679,Virus,1193,2022-07-08
United States of America,US,en.wikipedia,937967,Endemic (epidemiology),530,2022-07-08
United States of America,US,en.wikipedia,18821046,Chickenpox,838,2022-07-08
United States of America,US,en.wikipedia,562958,Signs and symptoms,586,2022-07-08
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,707,2022-07-08
United States of America,US,en.wikipedia,16829895,Smallpox,4012,2022-07-08
United States of America,US,en.wikipedia,37220,Infection,2740,2022-07-08
United States of America,US,en.wikipedia,33583,World Health Organization,1347,2022-07-08
United States of America,US,en.wikipedia,242702,Monkeypox,9277,2022-07-08
United States of America,US,en.wikipedia,158400,Sepsis,2297,2022-07-08
United States of America,US,en.wikipedia,34049,Wart,571,2022-07-08
United States of America,US,en.wikipedia,6682,Clade,459,2022-07-09
United States of America,US,en.wikipedia,61088,Smallpox vaccine,942,2022-07-09
United States of America,US,en.wikipedia,771986,Skin condition,594,2022-07-09
United States of America,US,en.wikipedia,28848,Scabies,934,2022-07-09
United States of America,US,en.wikipedia,39680623,Monkeypox virus,619,2022-07-09
United States of America,US,en.wikipedia,44410,Conjunctivitis,568,2022-07-09
United States of America,US,en.wikipedia,6064646,Index case,3846,2022-07-09
United States of America,US,en.wikipedia,37636,Encephalitis,649,2022-07-09
United States of America,US,en.wikipedia,53951,Diarrhea,612,2022-07-09
United States of America,US,en.wikipedia,452461,Myocarditis,947,2022-07-09
United States of America,US,en.wikipedia,19167679,Virus,806,2022-07-09
United States of America,US,en.wikipedia,18821046,Chickenpox,767,2022-07-09
United States of America,US,en.wikipedia,16829895,Smallpox,1486,2022-07-09
United States of America,US,en.wikipedia,37220,Infection,576,2022-07-09
United States of America,US,en.wikipedia,33583,World Health Organization,703,2022-07-09
United States of America,US,en.wikipedia,242702,Monkeypox,8032,2022-07-09
United States of America,US,en.wikipedia,158400,Sepsis,2157,2022-07-09
United States of America,US,en.wikipedia,443800,Shingles,1494,2022-07-09
United States of America,US,en.wikipedia,34049,Wart,512,2022-07-09
United States of America,US,en.wikipedia,6682,Clade,463,2022-07-10
United States of America,US,en.wikipedia,61088,Smallpox vaccine,923,2022-07-10
United States of America,US,en.wikipedia,771986,Skin condition,554,2022-07-10
United States of America,US,en.wikipedia,28848,Scabies,880,2022-07-10
United States of America,US,en.wikipedia,39680623,Monkeypox virus,584,2022-07-10
United States of America,US,en.wikipedia,44410,Conjunctivitis,519,2022-07-10
United States of America,US,en.wikipedia,6064646,Index case,5042,2022-07-10
United States of America,US,en.wikipedia,37636,Encephalitis,603,2022-07-10
United States of America,US,en.wikipedia,53951,Diarrhea,679,2022-07-10
United States of America,US,en.wikipedia,452461,Myocarditis,1029,2022-07-10
United States of America,US,en.wikipedia,19167679,Virus,804,2022-07-10
United States of America,US,en.wikipedia,937967,Endemic (epidemiology),466,2022-07-10
United States of America,US,en.wikipedia,18821046,Chickenpox,884,2022-07-10
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,550,2022-07-10
United States of America,US,en.wikipedia,16829895,Smallpox,1897,2022-07-10
United States of America,US,en.wikipedia,37220,Infection,1010,2022-07-10
United States of America,US,en.wikipedia,33583,World Health Organization,631,2022-07-10
United States of America,US,en.wikipedia,242702,Monkeypox,8123,2022-07-10
United States of America,US,en.wikipedia,158400,Sepsis,2155,2022-07-10
United States of America,US,en.wikipedia,6682,Clade,459,2022-07-11
United States of America,US,en.wikipedia,61088,Smallpox vaccine,797,2022-07-11
United States of America,US,en.wikipedia,771986,Skin condition,515,2022-07-11
United States of America,US,en.wikipedia,28848,Scabies,983,2022-07-11
United States of America,US,en.wikipedia,39680623,Monkeypox virus,451,2022-07-11
United States of America,US,en.wikipedia,44410,Conjunctivitis,706,2022-07-11
United States of America,US,en.wikipedia,6064646,Index case,1839,2022-07-11
United States of America,US,en.wikipedia,46253,Fever,460,2022-07-11
United States of America,US,en.wikipedia,37636,Encephalitis,540,2022-07-11
United States of America,US,en.wikipedia,53951,Diarrhea,675,2022-07-11
United States of America,US,en.wikipedia,452461,Myocarditis,914,2022-07-11
United States of America,US,en.wikipedia,19167679,Virus,1000,2022-07-11
United States of America,US,en.wikipedia,18821046,Chickenpox,868,2022-07-11
United States of America,US,en.wikipedia,562958,Signs and symptoms,577,2022-07-11
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,534,2022-07-11
United States of America,US,en.wikipedia,16829895,Smallpox,2600,2022-07-11
United States of America,US,en.wikipedia,37220,Infection,1696,2022-07-11
United States of America,US,en.wikipedia,33583,World Health Organization,754,2022-07-11
United States of America,US,en.wikipedia,242702,Monkeypox,7281,2022-07-11
United States of America,US,en.wikipedia,158400,Sepsis,2177,2022-07-11
United States of America,US,en.wikipedia,34049,Wart,506,2022-07-11
United States of America,US,en.wikipedia,61088,Smallpox vaccine,980,2022-07-12
United States of America,US,en.wikipedia,771986,Skin condition,583,2022-07-12
United States of America,US,en.wikipedia,28848,Scabies,1000,2022-07-12
United States of America,US,en.wikipedia,39680623,Monkeypox virus,661,2022-07-12
United States of America,US,en.wikipedia,44410,Conjunctivitis,685,2022-07-12
United States of America,US,en.wikipedia,6064646,Index case,769,2022-07-12
United States of America,US,en.wikipedia,46253,Fever,493,2022-07-12
United States of America,US,en.wikipedia,37636,Encephalitis,516,2022-07-12
United States of America,US,en.wikipedia,53951,Diarrhea,675,2022-07-12
United States of America,US,en.wikipedia,452461,Myocarditis,915,2022-07-12
United States of America,US,en.wikipedia,19167679,Virus,833,2022-07-12
United States of America,US,en.wikipedia,18821046,Chickenpox,855,2022-07-12
United States of America,US,en.wikipedia,562958,Signs and symptoms,607,2022-07-12
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,624,2022-07-12
United States of America,US,en.wikipedia,16829895,Smallpox,3232,2022-07-12
United States of America,US,en.wikipedia,37220,Infection,2630,2022-07-12
United States of America,US,en.wikipedia,33583,World Health Organization,978,2022-07-12
United States of America,US,en.wikipedia,158400,Sepsis,2163,2022-07-12
United States of America,US,en.wikipedia,443800,Shingles,1601,2022-07-12
United States of America,US,en.wikipedia,34049,Wart,591,2022-07-12
United States of America,US,en.wikipedia,61088,Smallpox vaccine,924,2022-07-13
United States of America,US,en.wikipedia,19013767,Medical diagnosis,586,2022-07-13
United States of America,US,en.wikipedia,771986,Skin condition,586,2022-07-13
United States of America,US,en.wikipedia,28848,Scabies,1061,2022-07-13
United States of America,US,en.wikipedia,39680623,Monkeypox virus,519,2022-07-13
United States of America,US,en.wikipedia,44410,Conjunctivitis,575,2022-07-13
United States of America,US,en.wikipedia,6064646,Index case,1955,2022-07-13
United States of America,US,en.wikipedia,46253,Fever,597,2022-07-13
United States of America,US,en.wikipedia,19383782,Kaposi's sarcoma,464,2022-07-13
United States of America,US,en.wikipedia,37636,Encephalitis,578,2022-07-13
United States of America,US,en.wikipedia,53951,Diarrhea,598,2022-07-13
United States of America,US,en.wikipedia,452461,Myocarditis,1252,2022-07-13
United States of America,US,en.wikipedia,19167679,Virus,956,2022-07-13
United States of America,US,en.wikipedia,18821046,Chickenpox,750,2022-07-13
United States of America,US,en.wikipedia,562958,Signs and symptoms,539,2022-07-13
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,669,2022-07-13
United States of America,US,en.wikipedia,16829895,Smallpox,2860,2022-07-13
United States of America,US,en.wikipedia,37220,Infection,2267,2022-07-13
United States of America,US,en.wikipedia,33583,World Health Organization,802,2022-07-13
United States of America,US,en.wikipedia,158400,Sepsis,2200,2022-07-13
United States of America,US,en.wikipedia,34049,Wart,515,2022-07-13
United States of America,US,en.wikipedia,61088,Smallpox vaccine,1026,2022-07-14
United States of America,US,en.wikipedia,771986,Skin condition,611,2022-07-14
United States of America,US,en.wikipedia,28848,Scabies,915,2022-07-14
United States of America,US,en.wikipedia,39680623,Monkeypox virus,658,2022-07-14
United States of America,US,en.wikipedia,44410,Conjunctivitis,588,2022-07-14
United States of America,US,en.wikipedia,6064646,Index case,1579,2022-07-14
United States of America,US,en.wikipedia,46253,Fever,481,2022-07-14
United States of America,US,en.wikipedia,37636,Encephalitis,598,2022-07-14
United States of America,US,en.wikipedia,53951,Diarrhea,559,2022-07-14
United States of America,US,en.wikipedia,452461,Myocarditis,1539,2022-07-14
United States of America,US,en.wikipedia,19167679,Virus,870,2022-07-14
United States of America,US,en.wikipedia,937967,Endemic (epidemiology),522,2022-07-14
United States of America,US,en.wikipedia,18821046,Chickenpox,853,2022-07-14
United States of America,US,en.wikipedia,562958,Signs and symptoms,471,2022-07-14
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,730,2022-07-14
United States of America,US,en.wikipedia,16829895,Smallpox,3732,2022-07-14
United States of America,US,en.wikipedia,37220,Infection,2933,2022-07-14
United States of America,US,en.wikipedia,33583,World Health Organization,797,2022-07-14
United States of America,US,en.wikipedia,242702,Monkeypox,10292,2022-07-14
United States of America,US,en.wikipedia,158400,Sepsis,2350,2022-07-14
United States of America,US,en.wikipedia,34049,Wart,567,2022-07-14
United States of America,US,en.wikipedia,61088,Smallpox vaccine,1020,2022-07-15
United States of America,US,en.wikipedia,771986,Skin condition,573,2022-07-15
United States of America,US,en.wikipedia,28848,Scabies,936,2022-07-15
United States of America,US,en.wikipedia,39680623,Monkeypox virus,772,2022-07-15
United States of America,US,en.wikipedia,44410,Conjunctivitis,500,2022-07-15
United States of America,US,en.wikipedia,6064646,Index case,1510,2022-07-15
United States of America,US,en.wikipedia,46253,Fever,486,2022-07-15
United States of America,US,en.wikipedia,37636,Encephalitis,523,2022-07-15
United States of America,US,en.wikipedia,53951,Diarrhea,586,2022-07-15
United States of America,US,en.wikipedia,452461,Myocarditis,1080,2022-07-15
United States of America,US,en.wikipedia,19167679,Virus,950,2022-07-15
United States of America,US,en.wikipedia,18821046,Chickenpox,688,2022-07-15
United States of America,US,en.wikipedia,562958,Signs and symptoms,523,2022-07-15
United States of America,US,en.wikipedia,4774419,Herpes simplex virus,692,2022-07-15
United States of America,US,en.wikipedia,16829895,Smallpox,3201,2022-07-15
United States of America,US,en.wikipedia,37220,Infection,2228,2022-07-15
United States of America,US,en.wikipedia,33583,World Health Organization,706,2022-07-15
United States of America,US,en.wikipedia,242702,Monkeypox,11117,2022-07-15
United States of America,US,en.wikipedia,158400,Sepsis,2277,2022-07-15
